foodid,annotated_food_name,dietary_supplement_cat,dietary_supplement_subcat,breakfast_cereal_cat,breakfast_cereal_subcat,side_dish_cat,side_dish_subcat,condiment_cat,condiment_subcat,beverage_cat,beverage_subcat,snack_cat,snack_subcat,dessert_cat,dessert_subcat,fast_food_brand_cat,fast_food_brand_subcat,snack_brand_cat,snack_brand_subcat,herb_spice_cat,herb_spice_subcat,staple_cat,staple_subcat,meat_cat,meat_subcat,egg_dairy_cat,egg_dairy_subcat,vegetable_cat,vegetable_subcat,mushroom_cat,mushroom_subcat,fruit_cat,fruit_subcat,nut_seed_cat,nut_seed_subcat,bean_legume_cat,bean_legume_subcat,preparation_cat,preparation_subcat,volume_q,volume_unit,mass_q,mass_unit,length_q,length_unit,serving_q,serving_unit,calories,fat,carbs,sodium,potassium,fiber,sugar,protein,calcium,iron
1913,"{""staple__maize__cornbread"": 1, ""staple__maize"": 1, ""fast_food_brand__fast_food__boston_market"": 1, ""fast_food_brand"": 1, ""fast_food_brand__fast_food"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,fast_food_brand,fast_food,-,-,-,-,staple,maize,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,51.00,gram,-,-,1.00,roll,160,3,30,230,-,-,12,2,-,-
1914,"{""beverage__alcohol__vodka"": 1, ""beverage"": 1, ""beverage__alcohol"": 1, ""beverage__alcohol__martini"": 1}",-,-,-,-,-,-,-,-,beverage,alcohol,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,524.47,gram,-,-,-,-,258,0,66,0,-,-,0,0,-,-
1915,"{""dessert__cake__coconut_cake"": 1, ""dessert__cake"": 1, ""dessert"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,dessert,cake,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,78,3,0,78,-,-,9,0,-,-
1916,"{""beverage"": 1, ""beverage__alcohol"": 1, ""beverage__alcohol__amaretto"": 1}",-,-,-,-,-,-,-,-,beverage,alcohol,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.17,gram,-,-,-,-,55,0,9,0,-,-,2,0,-,-
1917,"{""staple__other_cereal"": 1, ""condiment__condiment"": 1, ""staple__other_cereal__oat"": 1, ""condiment__condiment__honey"": 1, ""condiment"": 1, ""staple"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,-,-,-,-,-,-,-,-,staple,other_cereal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,46.00,gram,-,-,0.50,bar,48,2,7,40,-,-,3,1,-,-
1918,"{""breakfast_cereal__breakfast_cereal__cereal"": 1, ""breakfast_cereal__breakfast_cereal"": 1, ""breakfast_cereal"": 1, ""breakfast_cereal__breakfast_cereal__granola"": 1}",-,-,breakfast_cereal,breakfast_cereal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,89.90,milliliter,-,-,-,-,-,-,150,5,26,19,-,-,8,4,-,-
1919,"{""breakfast_cereal"": 1, ""breakfast_cereal__breakfast_cereal"": 1, ""fruit__mediterranean"": 1, ""fruit__mediterranean__raisin"": 1, ""fruit"": 1, ""breakfast_cereal__breakfast_cereal__granola"": 1}",-,-,breakfast_cereal,breakfast_cereal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,fruit,mediterranean,-,-,-,-,-,-,118.29,milliliter,-,-,-,-,-,-,300,20,27,151,-,-,11,6,-,-
1920,"{""snack__snack"": 1, ""snack"": 1, ""dessert"": 1, ""snack__snack__popcorn"": 1, ""dessert__confectionery__caramel"": 1, ""dessert__confectionery"": 1}",-,-,-,-,-,-,-,-,-,-,snack,snack,dessert,confectionery,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.15,milliliter,-,-,-,-,-,-,20,1,3,10,-,-,2,0,-,-
1921,"{""staple__wheat__brioche"": 1, ""staple__wheat"": 1, ""dessert"": 1, ""dessert__custards"": 1, ""staple"": 1, ""dessert__custards__french_toast"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,dessert,custards,-,-,-,-,-,-,staple,wheat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.00,slice,330,6,62,380,-,-,0,8,-,-
1922,"{""egg_dairy"": 1, ""preparation__fat__fried"": 1, ""egg_dairy__dairy_product__cheese"": 1, ""preparation"": 1, ""preparation__fat"": 1, ""egg_dairy__dairy_product"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,egg_dairy,dairy_product,-,-,-,-,-,-,-,-,-,-,preparation,fat,-,-,-,-,-,-,1.00,slice,65,0,0,0,-,-,0,0,-,-
1923,"{""snack__snack__corn_chip"": 1, ""snack__snack"": 1, ""snack"": 1}",-,-,-,-,-,-,-,-,-,-,snack,snack,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,9.00,chip,140,6,19,110,-,-,0,2,-,-
1924,"{""snack_brand"": 1, ""snack_brand__snack_brand__tostitos"": 1, ""snack_brand__snack_brand"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,snack_brand,snack_brand,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.18,gram,-,-,-,-,140,7,19,120,-,-,0,2,-,-
1925,"{""meat"": 1, ""preparation__non_heat__marinated"": 1, ""preparation"": 1, ""preparation__non_heat"": 1, ""meat__poultry"": 1, ""meat__poultry__chicken"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,poultry,-,-,-,-,-,-,-,-,-,-,-,-,preparation,non_heat,-,-,155.92,gram,-,-,-,-,238,3,20,1036,-,-,0,27,-,-
1926,"{""dessert__confectionery"": 1, ""dessert"": 1, ""dessert__confectionery__caramel"": 1, ""dessert__confectionery__candy"": 1, ""dessert__confectionery__chocolate"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,dessert,confectionery,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,piece,87,5,10,23,-,-,7,1,-,-
1927,"{""preparation__device__microwaved"": 1, ""preparation__device"": 1, ""staple__root_tuber"": 1, ""preparation"": 1, ""staple__root_tuber__sweet_potato"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,root_tuber,-,-,-,-,-,-,-,-,-,-,-,-,-,-,preparation,device,-,-,136.08,gram,-,-,-,-,133,0,33,87,-,-,8,3,-,-
1928,"{""dessert__pastries__scone"": 1, ""dessert__pastries"": 1, ""dessert"": 1, ""fruit__berry__cranberry"": 1, ""fruit"": 1, ""fruit__berry"": 1, ""fruit__tropical__orange"": 1, ""fruit__tropical"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,dessert,pastries,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,fruit,tropical,-,-,-,-,-,-,-,-,-,-,-,-,-,-,370,17,50,310,-,-,20,0,-,-
1929,"{""preparation"": 1, ""preparation__wet"": 1, ""preparation__wet__boiled"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,preparation,wet,118.29,milliliter,-,-,-,-,-,-,37,0,8,65,-,-,7,1,-,-
1930,"{""preparation__wet__boiled"": 1, ""staple__rice__rice"": 1, ""preparation"": 1, ""staple__rice"": 1, ""preparation__wet"": 1, ""preparation__wet__steamed"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,rice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,preparation,wet,118.29,milliliter,-,-,-,-,-,-,120,0,27,0,-,-,0,2,-,-
1931,"{""fast_food_brand__fast_food__starbucks"": 1, ""beverage__coffee__cappuccino"": 1, ""beverage__coffee"": 1, ""beverage"": 1, ""fast_food_brand"": 1, ""fast_food_brand__fast_food"": 1}",-,-,-,-,-,-,-,-,beverage,coffee,-,-,-,-,fast_food_brand,fast_food,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,473.18,milliliter,-,-,-,-,-,-,120,4,16,75,-,-,11,7,-,-
1932,"{""dessert__confectionery__chocolate"": 1, ""staple__other_cereal"": 1, ""dessert"": 1, ""staple__other_cereal__oat"": 1, ""dessert__confectionery"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,dessert,confectionery,-,-,-,-,-,-,staple,other_cereal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,bar,140,4,29,90,-,-,10,2,-,-
1933,"{""preparation__dry"": 1, ""preparation"": 1, ""staple__wheat"": 1, ""staple__root_tuber"": 1, ""staple__wheat__wedge"": 1, ""preparation__dry__roasted"": 1, ""staple__root_tuber__sweet_potato"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,root_tuber,-,-,-,-,-,-,-,-,-,-,-,-,-,-,preparation,dry,-,-,-,-,-,-,3.00,wedge,140,1,14,151,-,-,0,1,-,-
1934,"{""staple__wheat"": 1, ""staple__wheat__sandwich"": 1, ""staple"": 1, ""staple__wheat__whole_wheat"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.50,sandwich,170,10,15,0,-,-,0,6,-,-
1935,"{""condiment"": 1, ""condiment__condiment"": 1, ""condiment__condiment__dip"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.79,milliliter,-,-,-,-,-,-,95,10,1,40,-,-,0,0,-,-
1936,"{""snack__snack"": 1, ""snack__snack__tortilla_chip"": 1, ""snack_brand"": 1, ""snack_brand__snack_brand"": 1, ""staple"": 1, ""staple__maize"": 1, ""snack"": 1, ""staple__maize__corn"": 1, ""snack_brand__snack_brand__tostitos"": 1}",-,-,-,-,-,-,-,-,-,-,snack,snack,-,-,-,-,snack_brand,snack_brand,-,-,staple,maize,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.18,gram,-,-,-,-,140,7,19,115,-,-,0,2,-,-
1937,"{""snack_brand"": 1, ""snack_brand__snack_brand__utz"": 1, ""snack_brand__snack_brand"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,snack_brand,snack_brand,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,28.35,gram,-,-,-,-,150,9,15,110,-,-,0,2,-,-
1938,"{""staple__rice__mochi"": 1, ""staple__rice"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,rice,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,piece,140,1,28,0,-,-,0,2,-,-
1939,"{""meat__shellfish__shrimp"": 1, ""staple__rice__sushi"": 1, ""staple__rice"": 1, ""meat__shellfish"": 1, ""staple"": 1, ""meat"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,rice,meat,shellfish,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.00,piece,80,3,10,120,-,-,0,2,-,-
1940,"{""beverage"": 1, ""beverage__alcohol"": 1, ""beverage__alcohol__pinot_noir"": 1, ""beverage__alcohol__wine"": 1}",-,-,-,-,-,-,-,-,beverage,alcohol,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,141.75,gram,-,-,-,-,92,0,23,0,-,-,0,0,-,-
1941,"{""side_dish__fries"": 1, ""staple__root_tuber"": 1, ""staple"": 1, ""side_dish"": 1, ""staple__root_tuber__potato"": 1, ""side_dish__fries__french_fry"": 1}",-,-,-,-,side_dish,fries,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,root_tuber,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,280,14,37,215,-,-,1,3,-,-
1942,"{""fruit__tropical__pineapple"": 1, ""meat"": 1, ""meat__meatball__meatball"": 1, ""fruit"": 1, ""meat__poultry"": 1, ""meat__meatball"": 1, ""fruit__tropical"": 1, ""meat__poultry__chicken"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,poultry,-,-,-,-,-,-,fruit,tropical,-,-,-,-,-,-,-,-,-,-,-,-,-,-,130,8,5,480,-,-,4,9,-,-
1943,"{""dessert__confectionery"": 1, ""dessert"": 1, ""dessert__confectionery__chocolate_ball"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,dessert,confectionery,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,ball,80,6,5,10,-,-,5,1,-,-
1944,"{""preparation__dry"": 1, ""staple__root_tuber"": 1, ""preparation__mechanical"": 1, ""preparation__mechanical__diced"": 1, ""preparation"": 1, ""preparation__dry__roasted"": 1, ""staple__root_tuber__sweet_potato"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,root_tuber,-,-,-,-,-,-,-,-,-,-,-,-,-,-,preparation,dry,118.29,milliliter,-,-,-,-,-,-,90,0,21,36,-,-,7,2,-,-
1945,"{""meat"": 1, ""vegetable__vegetables__vegetable"": 1, ""vegetable__vegetables"": 1, ""vegetable"": 1, ""meat__poultry"": 1, ""meat__poultry__chicken"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,poultry,-,-,vegetable,vegetables,-,-,-,-,-,-,-,-,-,-,118.29,milliliter,-,-,-,-,-,-,61,1,4,170,-,-,0,9,-,-
1946,"{""fruit__tropical__pecan"": 1, ""snack__snack"": 1, ""snack"": 1, ""snack__snack__cookie"": 1, ""dessert__confectionery__chocolate"": 1, ""dessert"": 1, ""fruit"": 1, ""dessert__confectionery"": 1, ""fruit__tropical"": 1}",-,-,-,-,-,-,-,-,-,-,snack,snack,dessert,confectionery,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,fruit,tropical,-,-,-,-,-,-,-,-,-,-,-,-,2.00,cookie,270,16,32,200,-,-,26,2,-,-
1947,"{""staple__wheat"": 1, ""meat"": 1, ""fruit__berry__cranberry"": 1, ""fruit"": 1, ""fruit__berry"": 1, ""meat__poultry__turkey"": 1, ""staple__wheat__sandwich"": 1, ""staple"": 1, ""meat__poultry"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,meat,poultry,-,-,-,-,-,-,fruit,berry,-,-,-,-,-,-,-,-,-,-,-,-,1.00,sandwich,430,9,62,1460,-,-,13,29,-,-
1948,"{""staple__wheat"": 1, ""staple"": 1, ""staple__wheat__baguette"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,56.70,gram,-,-,0.10,loaf,95,0,20,175,-,-,1,3,-,-
1949,"{""condiment__condiment__hummus"": 1, ""condiment__condiment"": 1, ""vegetable__root_tuberous_vegetables__carrot"": 1, ""vegetable"": 1, ""condiment"": 1, ""vegetable__root_tuberous_vegetables"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vegetable,root_tuberous_vegetables,-,-,-,-,-,-,-,-,-,-,-,-,85.05,gram,-,-,-,-,95,5,5,100,-,-,1,2,-,-
1950,"{""dessert__ice_cream"": 1, ""dessert"": 1, ""dietary_supplement__bodybuilding_supplements"": 1, ""herb_spice"": 1, ""dessert__ice_cream__ice_cream"": 1, ""dietary_supplement"": 1, ""dietary_supplement__bodybuilding_supplements__whey_protein"": 1, ""herb_spice__spices"": 1, ""herb_spice__spices__vanilla"": 1}",dietary_supplement,bodybuilding_supplements,-,-,-,-,-,-,-,-,-,-,dessert,ice_cream,-,-,-,-,herb_spice,spices,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,scoop,115,1,3,40,-,0,-,24,-,-
1951,"{""preparation__dry"": 1, ""meat"": 1, ""preparation__mechanical"": 1, ""preparation__mechanical__diced"": 1, ""preparation"": 1, ""preparation__dry__roasted"": 1, ""meat__poultry"": 1, ""preparation__dry__grilled"": 1, ""meat__poultry__chicken"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,poultry,-,-,-,-,-,-,-,-,-,-,-,-,preparation,dry,-,-,170.10,gram,-,-,-,-,200,5,2,940,-,0,-,38,-,-
1952,"{""snack__snack"": 1, ""snack"": 1, ""snack__snack__cookie"": 1, ""dessert"": 1, ""dessert__cookies__snickerdoodle"": 1, ""dessert__cookies"": 1}",-,-,-,-,-,-,-,-,-,-,snack,snack,dessert,cookies,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,cookie,130,6,19,115,-,0,-,1,-,-
1953,"{""beverage__soft_drink__mott"": 1, ""beverage"": 1, ""beverage__soft_drink"": 1, ""herb_spice"": 1, ""herb_spice__spices"": 1, ""herb_spice__spices__cinnamon"": 1}",-,-,-,-,-,-,-,-,beverage,soft_drink,-,-,-,-,-,-,-,-,herb_spice,spices,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,113.20,gram,-,-,1.00,container,100,0,25,0,-,1,-,0,-,-
1954,"{""vegetable__podded_vegetables__snap_pea"": 1, ""preparation"": 1, ""preparation__wet"": 1, ""preparation__wet__steamed"": 1, ""vegetable__podded_vegetables"": 1, ""vegetable"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,vegetable,podded_vegetables,-,-,-,-,-,-,-,-,preparation,wet,473.18,milliliter,-,-,-,-,-,-,160,0,36,0,-,10,-,8,-,-
1955,"{""condiment__condiment"": 1, ""condiment__condiment__syrup"": 1, ""fast_food_brand__fast_food__starbucks"": 1, ""dessert__confectionery__caramel"": 1, ""dessert"": 1, ""dessert__confectionery"": 1, ""fast_food_brand__fast_food"": 1, ""fast_food_brand"": 1, ""condiment"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,dessert,confectionery,fast_food_brand,fast_food,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,73.93,milliliter,-,-,-,-,-,-,40,0,10,1,-,0,-,0,-,-
1956,"{""egg_dairy__egg"": 1, ""staple__wheat"": 1, ""meat"": 1, ""egg_dairy__egg__egg"": 1, ""egg_dairy"": 1, ""egg_dairy__dairy_product__cheese"": 1, ""meat__sausage"": 1, ""meat__sausage__sausage"": 1, ""staple__wheat__muffin"": 1, ""staple__wheat__sandwich"": 1, ""staple"": 1, ""egg_dairy__dairy_product"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,meat,sausage,egg_dairy,dairy_product,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,sandwich,341,15,27,698,-,1,-,19,-,-
1957,"{""preparation__dry"": 1, ""meat"": 1, ""preparation__mechanical"": 1, ""preparation__mechanical__diced"": 1, ""preparation__dry__rotisserie"": 1, ""preparation"": 1, ""meat__poultry"": 1, ""meat__poultry__chicken"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,poultry,-,-,-,-,-,-,-,-,-,-,-,-,preparation,dry,177.44,milliliter,-,-,-,-,-,-,173,4,0,78,-,0,-,33,-,-
1958,"{""preparation"": 1, ""preparation__mechanical__diced"": 1, ""preparation__mechanical"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,preparation,mechanical,28.39,milliliter,-,-,-,-,-,-,10,0,2,63,-,0,-,0,-,-
1959,"{""preparation__dry"": 1, ""meat"": 1, ""preparation__mechanical"": 1, ""preparation__mechanical__diced"": 1, ""preparation"": 1, ""meat__poultry"": 1, ""preparation__dry__grilled"": 1, ""meat__poultry__chicken"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,poultry,-,-,-,-,-,-,-,-,-,-,-,-,preparation,dry,236.59,milliliter,-,-,-,-,-,-,320,18,0,546,-,0,-,37,-,-
1960,"{""beverage__alcohol__beer"": 1, ""beverage"": 1, ""beverage__alcohol"": 1, ""beverage__alcohol__ale"": 1}",-,-,-,-,-,-,-,-,beverage,alcohol,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,340.19,gram,-,-,-,-,156,0,34,75,-,0,-,2,-,-
1961,"{""egg_dairy"": 1, ""condiment__condiment"": 1, ""egg_dairy__dairy_product__cream"": 1, ""condiment__condiment__coffee_mate"": 1, ""herb_spice"": 1, ""herb_spice__spices"": 1, ""condiment"": 1, ""egg_dairy__dairy_product"": 1, ""herb_spice__spices__vanilla"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,-,-,-,-,-,-,herb_spice,spices,-,-,-,-,egg_dairy,dairy_product,-,-,-,-,-,-,-,-,-,-,-,-,103.51,milliliter,-,-,-,-,-,-,245,11,35,35,-,0,-,0,-,-
1962,"{""staple__wheat"": 1, ""meat"": 1, ""meat__sausage"": 1, ""meat__poultry__turkey"": 1, ""meat__sausage__sausage"": 1, ""staple__wheat__sandwich"": 1, ""staple"": 1, ""meat__poultry"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,meat,poultry,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,sandwich,250,8,28,650,-,2,-,17,-,-
1963,"{""herb_spice__spices__vanilla"": 1, ""condiment__condiment"": 1, ""condiment__condiment__creamer"": 1, ""herb_spice"": 1, ""herb_spice__spices"": 1, ""condiment"": 1, ""condiment__condiment__coffee_mate"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,-,-,-,-,-,-,herb_spice,spices,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,75,5,15,0,-,0,-,0,-,-
1964,"{""snack__snack"": 1, ""snack"": 1, ""staple__wheat__bun"": 1, ""staple__wheat"": 1, ""staple"": 1, ""snack__snack__pretzel"": 1}",-,-,-,-,-,-,-,-,-,-,snack,snack,-,-,-,-,-,-,-,-,staple,wheat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,73.71,gram,-,-,4.00,roll,800,8,148,1480,-,4,-,24,-,-
1965,"{""dessert__cake"": 1, ""dessert__cake__birthday_cake"": 1, ""dessert"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,dessert,cake,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.00,serving,220,12,20,220,-,0,-,2,-,-
1966,"{""egg_dairy"": 1, ""nut_seed__nut"": 1, ""nut_seed__nut__hazelnut"": 1, ""condiment__condiment"": 1, ""nut_seed"": 1, ""egg_dairy__dairy_product__cream"": 1, ""condiment"": 1, ""egg_dairy__dairy_product"": 1, ""condiment__condiment__coffee_mate"": 1}",-,-,-,-,-,-,condiment,condiment,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,egg_dairy,dairy_product,-,-,-,-,-,-,nut_seed,nut,-,-,-,-,29.57,milliliter,-,-,-,-,-,-,70,3,10,0,-,0,-,0,-,-
1967,"{""staple__wheat"": 1, ""staple__wheat__tortilla"": 1, ""meat"": 1, ""side_dish__soup"": 1, ""staple"": 1, ""side_dish"": 1, ""meat__poultry__chicken"": 1, ""side_dish__soup__soup"": 1, ""meat__poultry"": 1}",-,-,-,-,side_dish,soup,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,meat,poultry,-,-,-,-,-,-,-,-,-,-,-,-,-,-,473.18,milliliter,-,-,-,-,-,-,250,4,30,194,-,2,-,27,-,-
1968,"{""staple__wheat__burger"": 1, ""staple__wheat"": 1, ""meat"": 1, ""meat__seafood"": 1, ""meat__fish"": 1, ""meat__fish__salmon"": 1, ""meat__seafood__seafood"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,meat,seafood,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,113.20,gram,-,-,1.00,patty,170,9,2,330,-,0,-,20,-,-
1969,"{""condiment__condiment"": 1, ""beverage__alcohol"": 1, ""beverage__alcohol__irish_cream"": 1, ""condiment__condiment__creamer"": 1, ""beverage__coffee"": 1, ""beverage"": 1, ""condiment"": 1, ""beverage__coffee__coffee"": 1}",-,-,-,-,-,-,condiment,condiment,beverage,coffee,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,29.57,milliliter,-,-,-,-,-,-,70,3,10,60,-,0,-,0,-,-
1970,"{""preparation__dry"": 1, ""staple__wheat__burger"": 1, ""staple__wheat"": 1, ""meat"": 1, ""preparation"": 1, ""meat__poultry__turkey"": 1, ""preparation__dry__grilled"": 1, ""staple"": 1, ""meat__poultry"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,meat,poultry,-,-,-,-,-,-,-,-,-,-,-,-,preparation,dry,-,-,226.80,gram,-,-,-,-,386,22,0,176,-,0,-,44,-,-
1971,"{""staple__wheat__burger"": 1, ""staple__wheat"": 1, ""staple"": 1, ""staple__wheat__hamburger"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,wheat,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.00,burger,0,0,0,0,-,0,-,0,-,-
1972,"{""preparation__dry"": 1, ""meat"": 1, ""meat__fish"": 1, ""preparation"": 1, ""preparation__dry__roasted"": 1, ""meat__fish__salmon"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,meat,fish,-,-,-,-,-,-,-,-,-,-,-,-,preparation,dry,-,-,113.40,gram,-,-,-,-,274,12,7,227,-,0,-,31,-,-
1973,"{""nut_seed__pseudocereal"": 1, ""nut_seed"": 1, ""nut_seed__pseudocereal__quinoa"": 1, ""staple__rice__rice"": 1, ""staple__rice"": 1, ""staple"": 1}",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,staple,rice,-,-,-,-,-,-,-,-,-,-,nut_seed,pseudocereal,-,-,-,-,236.59,milliliter,-,-,-,-,-,-,240,3,43,0,-,0,-,6,-,-
